brand,description,link,price,discount
VENDOZ,Sneakers For Women,/vendoz-sneakers-women/p/itm6c24b909b7d07?pid=SHOFZQZ8JKRD8ZZF&lid=LSTSHOFZQZ8JKRD8ZZFNNMUHI&marketplace=FLIPKART&q=shoes&store=osp&srno=s_14_528&otracker=search&fm=organic&iid=en_HlvEcSfpI70Ae3XOfqtyOceEADc0xeyvj6R2uH9bRcn9hiU8wU%2FfbbzlagU9d2svp8ZCxNisIpg7J4oXa2oeyA%3D%3D&ppt=None&ppn=None&ssid=a5ge5pculc0000001672751117223&qH=b0a8b6f820479900,₹498,50% off
ADIDAS,ADIDASH M Running Shoes For Men,/adidas-adidash-m-running-shoes-men/p/itm461b1a3a992ea?pid=SHOG9XNYUF33Y7HA&lid=LSTSHOG9XNYUF33Y7HAPNGZG9&marketplace=FLIPKART&q=shoes&store=osp&srno=s_14_529&otracker=search&fm=organic&iid=bf431882-b3bf-422c-900b-d4d79bb29896.SHOG9XNYUF33Y7HA.SEARCH&ppt=None&ppn=None&ssid=a5ge5pculc0000001672751117223&qH=b0a8b6f820479900,"₹2,207",54% off
asian,Crystal-05 Grey Running Shoes for Men I Sport Shoes for...,/asian-crystal-05-grey-running-shoes-men-sport-boys-transparent-sole-technology-crystal-look-cushion-eva-midsole-extra-jump-memory-foam-insole/p/itma56b2ef1b5257?pid=SHOG8PHZHNYP5JNG&lid=LSTSHOG8PHZHNYP5JNGTUFK6A&marketplace=FLIPKART&q=shoes&store=osp&srno=s_14_530&otracker=search&fm=organic&iid=bf431882-b3bf-422c-900b-d4d79bb29896.SHOG8PHZHNYP5JNG.SEARCH&ppt=None&ppn=None&ssid=a5ge5pculc0000001672751117223&qH=b0a8b6f820479900,"₹1,199",40% off
PUMA,Plush Comfort Wn's Running Shoes For Women,/puma-plush-comfort-wn-s-running-shoes-women/p/itm3176107e75252?pid=SHOGH3GNGTKG2KZJ&lid=LSTSHOGH3GNGTKG2KZJZOKFGQ&marketplace=FLIPKART&q=shoes&store=osp&srno=s_14_531&otracker=search&fm=organic&iid=bf431882-b3bf-422c-900b-d4d79bb29896.SHOGH3GNGTKG2KZJ.SEARCH&ppt=None&ppn=None&ssid=a5ge5pculc0000001672751117223&qH=b0a8b6f820479900,"₹1,374",45% off
BERSACHE,"Bersache Sports Shoes For Men|Blue For Running,Walking,...",/bersache-sports-shoes-men-blue-running-walking-gym-hiking-running-men/p/itmb3c3829d502f6?pid=SHOGDZ7RZNDJDTYY&lid=LSTSHOGDZ7RZNDJDTYY2CYN70&marketplace=FLIPKART&q=shoes&store=osp&srno=s_14_532&otracker=search&fm=organic&iid=en_HlvEcSfpI70Ae3XOfqtyOceEADc0xeyvj6R2uH9bRcnKSPJvAUayBLdfUEWcP6XHvv0SZ9iHCtMJ2cyEzVXdSQ%3D%3D&ppt=None&ppn=None&ssid=a5ge5pculc0000001672751117223&qH=b0a8b6f820479900,"₹1,262",65% off
CAMPUS,DRAGON Running Shoes For Men,/campus-dragon-running-shoes-men/p/itmffzfsftmreg4h?pid=SHOFFZFSQ9ZVHHFA&lid=LSTSHOFFZFSQ9ZVHHFAN69M1Q&marketplace=FLIPKART&q=shoes&store=osp&srno=s_14_533&otracker=search&fm=organic&iid=bf431882-b3bf-422c-900b-d4d79bb29896.SHOFFZFSQ9ZVHHFA.SEARCH&ppt=None&ppn=None&ssid=a5ge5pculc0000001672751117223&qH=b0a8b6f820479900,"₹1,624",35% off
PUMA,Buzz Casuals For Men,/puma-buzz-casuals-men/p/itmc63aec61e4208?pid=SHOGH2H293UJGESZ&lid=LSTSHOGH2H293UJGESZL9AMLI&marketplace=FLIPKART&q=shoes&store=osp&srno=s_14_534&otracker=search&fm=organic&iid=bf431882-b3bf-422c-900b-d4d79bb29896.SHOGH2H293UJGESZ.SEARCH&ppt=None&ppn=None&ssid=a5ge5pculc0000001672751117223&qH=b0a8b6f820479900,"₹1,699",62% off
Bata,Boss-Rig Lace Up For Men,/bata-boss-rig-lace-up-men/p/itmc973dae455f5c?pid=SHOG6GH4RQFKTHHH&lid=LSTSHOG6GH4RQFKTHHH0I2Z1L&marketplace=FLIPKART&q=shoes&store=osp&srno=s_14_535&otracker=search&fm=organic&iid=bf431882-b3bf-422c-900b-d4d79bb29896.SHOG6GH4RQFKTHHH.SEARCH&ppt=None&ppn=None&ssid=a5ge5pculc0000001672751117223&qH=b0a8b6f820479900,₹839,30% off
believe,high top Sneakers for men High Tops For Men,/believe-high-top-sneakers-men-tops/p/itmfephvtrqrnkvx?pid=SHOFEPD3RTPADFYS&lid=LSTSHOFEPD3RTPADFYSNZLJAU&marketplace=FLIPKART&q=shoes&store=osp&srno=s_14_536&otracker=search&fm=organic&iid=en_HlvEcSfpI70Ae3XOfqtyOceEADc0xeyvj6R2uH9bRcnIcQScac4oDiLtR4OALXtIc%2B9rR%2BSK0L5tsV20W9ou4w%3D%3D&ppt=None&ppn=None&ssid=a5ge5pculc0000001672751117223&qH=b0a8b6f820479900,₹564,43% off
CAMPUS,JASPER Running Shoes For Men,/campus-jasper-running-shoes-men/p/itm6c663e6d1bbc4?pid=SHOFHPCDZXJ9JQGH&lid=LSTSHOFHPCDZXJ9JQGHSAVIC5&marketplace=FLIPKART&q=shoes&store=osp&srno=s_14_537&otracker=search&fm=organic&iid=bf431882-b3bf-422c-900b-d4d79bb29896.SHOFHPCDZXJ9JQGH.SEARCH&ppt=None&ppn=None&ssid=a5ge5pculc0000001672751117223&qH=b0a8b6f820479900,₹999,33% off
CAMPUS,VIBGYOR Running Shoes For Men,/campus-vibgyor-running-shoes-men/p/itmdb31fe8677171?pid=SHOG5FRBGGUF7XUF&lid=LSTSHOG5FRBGGUF7XUFJDSUN0&marketplace=FLIPKART&q=shoes&store=osp&srno=s_14_538&otracker=search&fm=organic&iid=bf431882-b3bf-422c-900b-d4d79bb29896.SHOG5FRBGGUF7XUF.SEARCH&ppt=None&ppn=None&ssid=a5ge5pculc0000001672751117223&qH=b0a8b6f820479900,₹909,35% off
bacca bucci,Platform Chunky Trainer/Sneakers -BOOM Mid Top Shoes fo...,/bacca-bucci-platform-chunky-trainer-sneakers-boom-mid-top-shoes-gym-outdoor-sports-sneakers-men/p/itm9b9ee60b602eb?pid=SHOFUH9H3GEHW5SU&lid=LSTSHOFUH9H3GEHW5SUXQCTGR&marketplace=FLIPKART&q=shoes&store=osp&srno=s_14_539&otracker=search&fm=organic&iid=bf431882-b3bf-422c-900b-d4d79bb29896.SHOFUH9H3GEHW5SU.SEARCH&ppt=None&ppn=None&ssid=a5ge5pculc0000001672751117223&qH=b0a8b6f820479900,"₹1,299",56% off
BIRDE,Premium Sports Shoes for Women Walking Shoes For Women,/birde-premium-sports-shoes-women-walking/p/itm745da071ea13e?pid=SHOGD8GSPMVRBGJB&lid=LSTSHOGD8GSPMVRBGJBA9OWWT&marketplace=FLIPKART&q=shoes&store=osp&srno=s_14_540&otracker=search&fm=organic&iid=en_HlvEcSfpI70Ae3XOfqtyOceEADc0xeyvj6R2uH9bRcmbRvFuM%2FMWE8JTH9LfJ%2FGNOgBC1RpKtdWsXTmo0ulfZA%3D%3D&ppt=None&ppn=None&ssid=a5ge5pculc0000001672751117223&qH=b0a8b6f820479900,₹499,50% off
bacca bucci,"Chunky Snaeaker Shoes with Rubber Outsole for Running, ...",/bacca-bucci-chunky-snaeaker-shoes-rubber-outsole-running-walking-training-gyming-training-gym-men/p/itm19925ccd7f817?pid=SHOG5H8DVQAWHZ49&lid=LSTSHOG5H8DVQAWHZ49AEHQ5I&marketplace=FLIPKART&q=shoes&store=osp&srno=s_14_541&otracker=search&fm=organic&iid=bf431882-b3bf-422c-900b-d4d79bb29896.SHOG5H8DVQAWHZ49.SEARCH&ppt=None&ppn=None&ssid=a5ge5pculc0000001672751117223&qH=b0a8b6f820479900,"₹1,499",50% off
Paragon,FB9537GP Slip On For Men,/paragon-fb9537gp-slip-men/p/itm22b94357da52d?pid=SHOG3THSBYYHJRDF&lid=LSTSHOG3THSBYYHJRDFQW6YKE&marketplace=FLIPKART&q=shoes&store=osp&srno=s_14_542&otracker=search&fm=organic&iid=bf431882-b3bf-422c-900b-d4d79bb29896.SHOG3THSBYYHJRDF.SEARCH&ppt=None&ppn=None&ssid=a5ge5pculc0000001672751117223&qH=b0a8b6f820479900,₹548,10% off
ADIDAS,Prizmo M Walking Shoes For Men,/adidas-prizmo-m-walking-shoes-men/p/itm5fd363ea812ee?pid=SHOGEH3NNNEWHKHE&lid=LSTSHOGEH3NNNEWHKHEYFZEXV&marketplace=FLIPKART&q=shoes&store=osp&srno=s_14_543&otracker=search&fm=organic&iid=bf431882-b3bf-422c-900b-d4d79bb29896.SHOGEH3NNNEWHKHE.SEARCH&ppt=None&ppn=None&ssid=a5ge5pculc0000001672751117223&qH=b0a8b6f820479900,"₹1,430",47% off
CAMPUS,STREET-RUN Running Shoes For Men,/campus-street-run-running-shoes-men/p/itm09a0ff1ef1f25?pid=SHOFYW6UZSVMVCCJ&lid=LSTSHOFYW6UZSVMVCCJTFWTJO&marketplace=FLIPKART&q=shoes&store=osp&srno=s_14_544&otracker=search&fm=organic&iid=en_HlvEcSfpI70Ae3XOfqtyOceEADc0xeyvj6R2uH9bRcmtB8jF5Lz9UrNSzunumOciaW5adSHjGoXOFePf5WiHcA%3D%3D&ppt=None&ppn=None&ssid=a5ge5pculc0000001672751117223&qH=b0a8b6f820479900,"₹1,499",16% off
CAMPUS,REE-FLECT (N) Running Shoes For Men,/campus-ree-flect-n-running-shoes-men/p/itmf57e832c83656?pid=SHOG2FW8DJAXAEZY&lid=LSTSHOG2FW8DJAXAEZYEDZVSC&marketplace=FLIPKART&q=shoes&store=osp&srno=s_14_545&otracker=search&fm=organic&iid=bf431882-b3bf-422c-900b-d4d79bb29896.SHOG2FW8DJAXAEZY.SEARCH&ppt=None&ppn=None&ssid=a5ge5pculc0000001672751117223&qH=b0a8b6f820479900,"₹3,299",5% off
CAMPUS,DRAGON Running Shoes For Men,/campus-dragon-running-shoes-men/p/itm08e19b6ebdfc6?pid=SHOFFFG2HVZYHQVW&lid=LSTSHOFFFG2HVZYHQVWI7MXRS&marketplace=FLIPKART&q=shoes&store=osp&srno=s_14_546&otracker=search&fm=organic&iid=bf431882-b3bf-422c-900b-d4d79bb29896.SHOFFFG2HVZYHQVW.SEARCH&ppt=None&ppn=None&ssid=a5ge5pculc0000001672751117223&qH=b0a8b6f820479900,"₹1,624",35% off
PUMA,Ferrari Race X-Ray 2 Sneakers For Men,/puma-ferrari-race-x-ray-2-sneakers-men/p/itmaa8ddc78223cd?pid=SHOFTZ9PQ6QGVHGR&lid=LSTSHOFTZ9PQ6QGVHGRHZ98L4&marketplace=FLIPKART&q=shoes&store=osp&srno=s_14_547&otracker=search&fm=organic&iid=bf431882-b3bf-422c-900b-d4d79bb29896.SHOFTZ9PQ6QGVHGR.SEARCH&ppt=None&ppn=None&ssid=a5ge5pculc0000001672751117223&qH=b0a8b6f820479900,"₹2,751",65% off
RED CHIEF,RC3488 Outdoors For Men,/red-chief-rc3488-outdoors-men/p/itmfavrcavhczncj?pid=SHOFAVRCUEJ4W43T&lid=LSTSHOFAVRCUEJ4W43T7YINKL&marketplace=FLIPKART&q=shoes&store=osp&srno=s_14_548&otracker=search&fm=organic&iid=en_HlvEcSfpI70Ae3XOfqtyOceEADc0xeyvj6R2uH9bRckXygS5wK03gkNqjxU1qoaJoxn2HNKKkc5wIPbm0V4ofg%3D%3D&ppt=None&ppn=None&ssid=a5ge5pculc0000001672751117223&qH=b0a8b6f820479900,"₹2,531",35% off
asian,"Skypy-31 Walking Shoes,Training Shoes,Sneakers,Loafers,...",/asian-skypy-31-walking-shoes-training-shoes-sneakers-loafers-canvas-shoes-casual-shoes-sneakers-casuals-men/p/itmf3yysydvz2gsh?pid=SHOFFPQWGC5FE42E&lid=LSTSHOFFPQWGC5FE42E1X55CQ&marketplace=FLIPKART&q=shoes&store=osp&srno=s_14_549&otracker=search&fm=organic&iid=bf431882-b3bf-422c-900b-d4d79bb29896.SHOFFPQWGC5FE42E.SEARCH&ppt=None&ppn=None&ssid=a5ge5pculc0000001672751117223&qH=b0a8b6f820479900,₹549,31% off
LIBERTY,AMBASDOR Running Shoes For Men,/liberty-ambasdor-running-shoes-men/p/itmd22bceae5f90f?pid=SHOGGMR3MUZAYKDB&lid=LSTSHOGGMR3MUZAYKDB61ACHG&marketplace=FLIPKART&q=shoes&store=osp&srno=s_14_550&otracker=search&fm=organic&iid=bf431882-b3bf-422c-900b-d4d79bb29896.SHOGGMR3MUZAYKDB.SEARCH&ppt=None&ppn=None&ssid=a5ge5pculc0000001672751117223&qH=b0a8b6f820479900,₹799,60% off
Paragon,Ultra Comfort Black Moccasin Bellies For Women,/paragon-ultra-comfort-black-moccasin-bellies-women/p/itm2fda84e96c22f?pid=SHOGK8XGDDGZNFFG&lid=LSTSHOGK8XGDDGZNFFGTKRYN6&marketplace=FLIPKART&q=shoes&store=osp&srno=s_14_551&otracker=search&fm=organic&iid=bf431882-b3bf-422c-900b-d4d79bb29896.SHOGK8XGDDGZNFFG.SEARCH&ppt=None&ppn=None&ssid=a5ge5pculc0000001672751117223&qH=b0a8b6f820479900,₹305,40% off
RED CHIEF,RC3496 Lace Up For Men,/red-chief-rc3496-lace-up-men/p/itmfavrctspjpmgh?pid=SHOFAVRCQRK3VHJH&lid=LSTSHOFAVRCQRK3VHJH0NMESR&marketplace=FLIPKART&q=shoes&store=osp&srno=s_14_552&otracker=search&fm=organic&iid=en_HlvEcSfpI70Ae3XOfqtyOceEADc0xeyvj6R2uH9bRclPO%2Fv4kONmgVsao04F2cwFWQaSi3GdQZr8vVGq7OZiww%3D%3D&ppt=None&ppn=None&ssid=a5ge5pculc0000001672751117223&qH=b0a8b6f820479900,"₹1,977",40% off
asian,Superfit laceless sports shoes for men | Latest Stylish...,/asian-superfit-laceless-sports-shoes-men-latest-stylish-casual-sneakers-without-laces-running-boys-slip-black-running-walking-gym-trekking-party-walking/p/itmf3xv774gxqzdg?pid=SHOEJYG3FTPEQXMQ&lid=LSTSHOEJYG3FTPEQXMQLHTUV7&marketplace=FLIPKART&q=shoes&store=osp&srno=s_14_553&otracker=search&fm=organic&iid=bf431882-b3bf-422c-900b-d4d79bb29896.SHOEJYG3FTPEQXMQ.SEARCH&ppt=None&ppn=None&ssid=a5ge5pculc0000001672751117223&qH=b0a8b6f820479900,₹524,25% off
asian,"Moonwalk-01 Black Casual,Walking,Slipon,Stylish Walking...",/asian-moonwalk-01-black-casual-walking-slipon-stylish-walking-shoes-men/p/itm023b9c4ab2a23?pid=SHOGG22JFHYV4GDS&lid=LSTSHOGG22JFHYV4GDS8DHE11&marketplace=FLIPKART&q=shoes&store=osp&srno=s_14_554&otracker=search&fm=organic&iid=bf431882-b3bf-422c-900b-d4d79bb29896.SHOGG22JFHYV4GDS.SEARCH&ppt=None&ppn=None&ssid=a5ge5pculc0000001672751117223&qH=b0a8b6f820479900,₹526,47% off
asian,"Coolfoam-01 Blue Sports,Gym,Training,Walking,Stylish Ru...",/asian-coolfoam-01-blue-sports-gym-training-walking-stylish-running-shoes-men/p/itm10bfadea9d315?pid=SHOGGEZ7SAG9D8ZZ&lid=LSTSHOGGEZ7SAG9D8ZZE31B5K&marketplace=FLIPKART&q=shoes&store=osp&srno=s_14_555&otracker=search&fm=organic&iid=bf431882-b3bf-422c-900b-d4d79bb29896.SHOGGEZ7SAG9D8ZZ.SEARCH&ppt=None&ppn=None&ssid=a5ge5pculc0000001672751117223&qH=b0a8b6f820479900,"₹1,149",50% off
VENDOZ,Casual Stylish Trending Sneakers For Women,/vendoz-casual-stylish-trending-sneakers-women/p/itmce792f6d59fa8?pid=SHOGFXEPGKZH2GGG&lid=LSTSHOGFXEPGKZH2GGGMVREGM&marketplace=FLIPKART&q=shoes&store=osp&srno=s_14_556&otracker=search&fm=organic&iid=en_HlvEcSfpI70Ae3XOfqtyOceEADc0xeyvj6R2uH9bRcnZwv%2F3QGUnbkYqXV%2FkKxWZYejy6dol%2Bdwz116tO2XCyg%3D%3D&ppt=None&ppn=None&ssid=a5ge5pculc0000001672751117223&qH=b0a8b6f820479900,₹499,50% off
Layasa,Stylish Casual Sports Shoe Running Shoes For Women,/layasa-stylish-casual-sports-shoe-running-shoes-women/p/itma65355fe7e7da?pid=SHOGC4DGDHCDY5FY&lid=LSTSHOGC4DGDHCDY5FYODB69Y&marketplace=FLIPKART&q=shoes&store=osp&srno=s_14_557&otracker=search&fm=organic&iid=bf431882-b3bf-422c-900b-d4d79bb29896.SHOGC4DGDHCDY5FY.SEARCH&ppt=None&ppn=None&ssid=a5ge5pculc0000001672751117223&qH=b0a8b6f820479900,₹599,40% off
PUMA,Electron Street Running Shoes For Men,/puma-electron-street-running-shoes-men/p/itmfb4xpfr5uz5gd?pid=SHOFB3VYTGPEWJWQ&lid=LSTSHOFB3VYTGPEWJWQKOWMEK&marketplace=FLIPKART&q=shoes&store=osp&srno=s_14_558&otracker=search&fm=organic&iid=bf431882-b3bf-422c-900b-d4d79bb29896.SHOFB3VYTGPEWJWQ.SEARCH&ppt=None&ppn=None&ssid=a5ge5pculc0000001672751117223&qH=b0a8b6f820479900,"₹2,159",52% off
Layasa,Women's Mesh Sports Shoes Walking Running Shoes For Wom...,/layasa-women-s-mesh-sports-shoes-walking-running-women/p/itm48208ccb326fa?pid=SHOG62SYZY4EYHPM&lid=LSTSHOG62SYZY4EYHPMA5MN7R&marketplace=FLIPKART&q=shoes&store=osp&srno=s_14_559&otracker=search&fm=organic&iid=bf431882-b3bf-422c-900b-d4d79bb29896.SHOG62SYZY4EYHPM.SEARCH&ppt=None&ppn=None&ssid=a5ge5pculc0000001672751117223&qH=b0a8b6f820479900,₹599,40% off
Layasa,Stylish Casual Sports Shoe Running Shoes For Women,/layasa-stylish-casual-sports-shoe-running-shoes-women/p/itma65355fe7e7da?pid=SHOGC4DGPZ7YUKYZ&lid=LSTSHOGC4DGPZ7YUKYZQPQEZG&marketplace=FLIPKART&q=shoes&store=osp&srno=s_14_560&otracker=search&fm=organic&iid=en_HlvEcSfpI70Ae3XOfqtyOceEADc0xeyvj6R2uH9bRcnz3o4JZJ2mTHQODrK%2BbF4ZZMRTVeQTNYs8zTvDRvas%2BA%3D%3D&ppt=None&ppn=None&ssid=a5ge5pculc0000001672751117223&qH=b0a8b6f820479900,₹599,40% off
Adrenex,Premium Sport Shoes For Men Walking Shoes For Men,/adrenex-premium-sport-shoes-men-walking/p/itm8c34fcc03bb48?pid=SHOGGZ4VVYWDRPUZ&lid=LSTSHOGGZ4VVYWDRPUZMLYLP8&marketplace=FLIPKART&q=shoes&store=osp&srno=s_15_561&otracker=search&fm=organic&iid=5d581599-829b-4f97-8653-d968fa01bc6a.SHOGGZ4VVYWDRPUZ.SEARCH&ppt=None&ppn=None&ssid=kb0ozav51c0000001672751118327&qH=b0a8b6f820479900,₹499,
asian,"Melody-71 Mauve Sports,Training,Gym, Slip On Sneakers F...",/asian-melody-71-mauve-sports-training-gym-slip-sneakers-women/p/itm06ef511984feb?pid=SHOGBTPYFGGZGPYJ&lid=LSTSHOGBTPYFGGZGPYJLCHQFK&marketplace=FLIPKART&q=shoes&store=osp&srno=s_15_562&otracker=search&fm=organic&iid=5d581599-829b-4f97-8653-d968fa01bc6a.SHOGBTPYFGGZGPYJ.SEARCH&ppt=None&ppn=None&ssid=kb0ozav51c0000001672751118327&qH=b0a8b6f820479900,₹474,32% off
SFR,2003 Trenddy Fashion Sporty Casuals Sneakers Running Sh...,/sfr-2003-trenddy-fashion-sporty-casuals-sneakers-running-shoes-walking-men/p/itm64d8950b46028?pid=SHOGJ52BZZZAGNCP&lid=LSTSHOGJ52BZZZAGNCPP0RU2K&marketplace=FLIPKART&q=shoes&store=osp&srno=s_15_563&otracker=search&fm=organic&iid=5d581599-829b-4f97-8653-d968fa01bc6a.SHOGJ52BZZZAGNCP.SEARCH&ppt=None&ppn=None&ssid=kb0ozav51c0000001672751118327&qH=b0a8b6f820479900,₹599,32% off
,V V L Casuals For Men,/v-l-casuals-men/p/itm060a286fb12a0?pid=EOEGDUFVW5WACHY3&lid=LSTEOEGDUFVW5WACHY32NT8HB&marketplace=FLIPKART&q=shoes&store=osp&srno=s_15_564&otracker=search&fm=organic&iid=en_cDBjm6gaUlMAYsvwuXnrCXIAvaL5vm8kV1Ue2PwJlARz9C5XTnH%2Fb433aRSDn5Ad8mcD%2FXYfUVnANL0qbSocTg%3D%3D&ppt=None&ppn=None&ssid=kb0ozav51c0000001672751118327&qH=b0a8b6f820479900,₹379,62% off
AMICO,Casuals For Men,/amico-casuals-men/p/itmf213746c10de3?pid=SHOG3ZNZZTYJAYHS&lid=LSTSHOG3ZNZZTYJAYHSOZYF6U&marketplace=FLIPKART&q=shoes&store=osp&srno=s_15_565&otracker=search&fm=organic&iid=5d581599-829b-4f97-8653-d968fa01bc6a.SHOG3ZNZZTYJAYHS.SEARCH&ppt=None&ppn=None&ssid=kb0ozav51c0000001672751118327&qH=b0a8b6f820479900,₹549,63% off
CAMPUS,CLUSTER PRO Running Shoes For Men,/campus-cluster-pro-running-shoes-men/p/itm756e65b40431d?pid=SHOGENJWQFSHZXQ7&lid=LSTSHOGENJWQFSHZXQ7MIARRR&marketplace=FLIPKART&q=shoes&store=osp&srno=s_15_566&otracker=search&fm=organic&iid=5d581599-829b-4f97-8653-d968fa01bc6a.SHOGENJWQFSHZXQ7.SEARCH&ppt=None&ppn=None&ssid=kb0ozav51c0000001672751118327&qH=b0a8b6f820479900,₹649,35% off
FILA,DEYAS Running Shoes For Men,/fila-deyas-running-shoes-men/p/itm8fc2d3d709548?pid=SHOGYF2YYG8HT7EU&lid=LSTSHOGYF2YYG8HT7EUPAWWDN&marketplace=FLIPKART&q=shoes&store=osp&srno=s_15_567&otracker=search&fm=organic&iid=5d581599-829b-4f97-8653-d968fa01bc6a.SHOGYF2YYG8HT7EU.SEARCH&ppt=None&ppn=None&ssid=kb0ozav51c0000001672751118327&qH=b0a8b6f820479900,"₹2,389",46% off
,casual shoes for men for boys Casuals For Men,/casual-shoes-men-boys-casuals/p/itm58c836a424675?pid=EOEG7ZZCUHT94WFR&lid=LSTEOEG7ZZCUHT94WFRXI4UHM&marketplace=FLIPKART&q=shoes&store=osp&srno=s_15_568&otracker=search&fm=organic&iid=en_cDBjm6gaUlMAYsvwuXnrCXIAvaL5vm8kV1Ue2PwJlATdE%2BBIg92U6X%2B9xDiWVHkGr3HrgiPfwOQgr%2BgNJ9CgiA%3D%3D&ppt=None&ppn=None&ssid=kb0ozav51c0000001672751118327&qH=b0a8b6f820479900,₹349,65% off
CAMPUS,RUNNER Running Shoes For Men,/campus-runner-running-shoes-men/p/itmff7a2d9ff31f0?pid=SHOGBHTFSJFNMDGT&lid=LSTSHOGBHTFSJFNMDGT0ZHZIJ&marketplace=FLIPKART&q=shoes&store=osp&srno=s_15_569&otracker=search&fm=organic&iid=5d581599-829b-4f97-8653-d968fa01bc6a.SHOGBHTFSJFNMDGT.SEARCH&ppt=None&ppn=None&ssid=kb0ozav51c0000001672751118327&qH=b0a8b6f820479900,₹899,19% off
aadi,Mesh |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor...,/aadi-mesh-lightweight-comfort-summer-trendy-walking-outdoor-daily-use-walking-shoes-men/p/itm143431416e9c9?pid=SHOGHHKMMZZSUFZF&lid=LSTSHOGHHKMMZZSUFZF5XOS8C&marketplace=FLIPKART&q=shoes&store=osp&srno=s_15_570&otracker=search&fm=organic&iid=5d581599-829b-4f97-8653-d968fa01bc6a.SHOGHHKMMZZSUFZF.SEARCH&ppt=None&ppn=None&ssid=kb0ozav51c0000001672751118327&qH=b0a8b6f820479900,₹521,47% off
bacca bucci,TROOPER motorcycle work combat casual Dress derby boots...,/bacca-bucci-trooper-motorcycle-work-combat-casual-dress-derby-boots-men/p/itmddb1a8d76aba0?pid=SHOGBJXCYNG6ZMTX&lid=LSTSHOGBJXCYNG6ZMTXHRJRIK&marketplace=FLIPKART&q=shoes&store=osp&srno=s_15_571&otracker=search&fm=organic&iid=5d581599-829b-4f97-8653-d968fa01bc6a.SHOGBJXCYNG6ZMTX.SEARCH&ppt=None&ppn=None&ssid=kb0ozav51c0000001672751118327&qH=b0a8b6f820479900,"₹1,499",50% off
,Women Shoes Slip On For Women,/women-shoes-slip/p/itmc9c697842e8cc?pid=EOEGKSZ4UFTU75SP&lid=LSTEOEGKSZ4UFTU75SP2YOV2M&marketplace=FLIPKART&q=shoes&store=osp&srno=s_15_572&otracker=search&fm=organic&iid=en_cDBjm6gaUlMAYsvwuXnrCXIAvaL5vm8kV1Ue2PwJlAS38eFIa3GuoPRjHiiXNHF9y7v9yt53L4AOOc07qqBt1g%3D%3D&ppt=None&ppn=None&ssid=kb0ozav51c0000001672751118327&qH=b0a8b6f820479900,₹375,62% off
Sparx,SM-732 Sneakers For Men,/sparx-sm-732-sneakers-men/p/itm137bae6ba06af?pid=SHOGEMQTKGUAUYDZ&lid=LSTSHOGEMQTKGUAUYDZXFE55L&marketplace=FLIPKART&q=shoes&store=osp&srno=s_15_573&otracker=search&fm=organic&iid=5d581599-829b-4f97-8653-d968fa01bc6a.SHOGEMQTKGUAUYDZ.SEARCH&ppt=None&ppn=None&ssid=kb0ozav51c0000001672751118327&qH=b0a8b6f820479900,₹769,30% off
ADIDAS,Gambito M Running Shoes For Men,/adidas-gambito-m-running-shoes-men/p/itm0fdf2aaf66fa3?pid=SHOGEH3N36JDHD6W&lid=LSTSHOGEH3N36JDHD6W4PL7DO&marketplace=FLIPKART&q=shoes&store=osp&srno=s_15_574&otracker=search&fm=organic&iid=5d581599-829b-4f97-8653-d968fa01bc6a.SHOGEH3N36JDHD6W.SEARCH&ppt=None&ppn=None&ssid=kb0ozav51c0000001672751118327&qH=b0a8b6f820479900,"₹2,119",47% off
LOTTO,REPARTO Running Shoes For Men,/lotto-reparto-running-shoes-men/p/itmffwkxvpuaxtqf?pid=SHOFFWKXKHZTHXJX&lid=LSTSHOFFWKXKHZTHXJXOE13IQ&marketplace=FLIPKART&q=shoes&store=osp&srno=s_15_575&otracker=search&fm=organic&iid=5d581599-829b-4f97-8653-d968fa01bc6a.SHOFFWKXKHZTHXJX.SEARCH&ppt=None&ppn=None&ssid=kb0ozav51c0000001672751118327&qH=b0a8b6f820479900,₹868,68% off
Mast & Harbour,Sneakers For Men,/mast-harbour-sneakers-men/p/itmf7y69sndbjxz6?pid=SHOF7XYFHFFHVUVV&lid=LSTSHOF7XYFHFFHVUVVQ3MVEB&marketplace=FLIPKART&q=shoes&store=osp&srno=s_15_576&otracker=search&fm=organic&iid=en_cDBjm6gaUlMAYsvwuXnrCXIAvaL5vm8kV1Ue2PwJlAQyukXYT8D%2BYS3BL%2B293GeKV3uyzJNS0AMUkQ7lFvWFyw%3D%3D&ppt=None&ppn=None&ssid=kb0ozav51c0000001672751118327&qH=b0a8b6f820479900,₹824,60% off
asian,"Hattrick-26 Black Sports,Walking,Gym, Running Shoes For...",/asian-hattrick-26-black-sports-walking-gym-running-shoes-men/p/itm74b4bbf4215dd?pid=SHOGDEAPZDXJH7GK&lid=LSTSHOGDEAPZDXJH7GKAAJOKK&marketplace=FLIPKART&q=shoes&store=osp&srno=s_15_577&otracker=search&fm=organic&iid=5d581599-829b-4f97-8653-d968fa01bc6a.SHOGDEAPZDXJH7GK.SEARCH&ppt=None&ppn=None&ssid=kb0ozav51c0000001672751118327&qH=b0a8b6f820479900,₹649,56% off
